Number of words,36429
threaten,5,0.000137,0.001221
fit,3,0.000082,0.000774
mesa,5,0.000137,0.001221
grand,5,0.000137,0.001221
junction,3,0.000082,0.000774
originated,3,0.000082,0.000774
greeley,3,0.000082,0.000774
administrators,5,0.000137,0.001221
female,5,0.000137,0.001221
forces,6,0.000165,0.001435
classes,6,0.000165,0.001435
psychology,10,0.000275,0.002251
creep,7,0.000192,0.001644
superintendent,5,0.000137,0.001221
babylon,10,0.000275,0.002251
locked,3,0.000082,0.000774
brentwood,8,0.000220,0.001850
suffolk,6,0.000165,0.001435
nor,6,0.000165,0.001435
intentional,3,0.000082,0.000774
trespassing,5,0.000137,0.001221
peace,9,0.000247,0.002052
feeling,12,0.000329,0.002641
stu,3,0.000082,0.000774
cameron,7,0.000192,0.001644
lifted,3,0.000082,0.000774
mischief,6,0.000165,0.001435
legal,7,0.000192,0.001644
mix,3,0.000082,0.000774
hs,3,0.000082,0.000774
tweeted,11,0.000302,0.002447
population,3,0.000082,0.000774
announcement,3,0.000082,0.000774
born,4,0.000110,0.001001
triggered,6,0.000165,0.001435
places,4,0.000110,0.001001
covered,3,0.000082,0.000774
beaver,6,0.000165,0.001435
channel,4,0.000110,0.001001
oregon,11,0.000302,0.002447
employee,4,0.000110,0.001001
teeth,3,0.000082,0.000774
malevolent,6,0.000165,0.001435
portland,7,0.000192,0.001644
sped,3,0.000082,0.000774
thinks,6,0.000165,0.001435
uptick,5,0.000137,0.001221
pete,3,0.000082,0.000774
jesters,9,0.000247,0.002052
rise,9,0.000247,0.002052
americans,18,0.000494,0.003762
tampa,3,0.000082,0.000774
product,3,0.000082,0.000774
shop,6,0.000165,0.001435
lockdowns,5,0.000137,0.001221
firing,3,0.000082,0.000774
unlike,5,0.000137,0.001221
breaks,4,0.000110,0.001001
stunts,3,0.000082,0.000774
fair,8,0.000220,0.001850
battle,4,0.000110,0.001001
northwest,3,0.000082,0.000774
tweet,5,0.000137,0.001221
assaults,3,0.000082,0.000774
bauman,3,0.000082,0.000774
owens,5,0.000137,0.001221
bat,4,0.000110,0.001001
guess,3,0.000082,0.000774
works,4,0.000110,0.001001
nearly,6,0.000165,0.001435
toms,9,0.000247,0.002052
barbara,3,0.000082,0.000774
killerclown,8,0.000220,0.001850
plaguing,3,0.000082,0.000774
fingers,4,0.000110,0.001001
hollywood,4,0.000110,0.001001
reporter,5,0.000137,0.001221
absolutely,4,0.000110,0.001001
sudden,4,0.000110,0.001001
lentz,4,0.000110,0.001001
environment,5,0.000137,0.001221
specifically,9,0.000247,0.002052
brings,3,0.000082,0.000774
path,4,0.000110,0.001001
backing,3,0.000082,0.000774
doubleday,3,0.000082,0.000774
faster,6,0.000165,0.001435
completely,6,0.000165,0.001435
corner,6,0.000165,0.001435
nervous,4,0.000110,0.001001
junior,4,0.000110,0.001001
senior,3,0.000082,0.000774
banned,5,0.000137,0.001221
linked,5,0.000137,0.001221
phobias,7,0.000192,0.001644
houston,3,0.000082,0.000774
count,4,0.000110,0.001001
electronic,4,0.000110,0.001001
joseph,3,0.000082,0.000774
davis,9,0.000247,0.002052
credibility,3,0.000082,0.000774
tomorrow,6,0.000165,0.001435
campuses,5,0.000137,0.001221
continues,4,0.000110,0.001001
frighten,7,0.000192,0.001644
decided,7,0.000192,0.001644
guys,21,0.000576,0.004300
em,14,0.000384,0.003022
kiddies,14,0.000384,0.003022
novelist,5,0.000137,0.001221
instances,5,0.000137,0.001221
dc,4,0.000110,0.001001
prince,5,0.000137,0.001221
georges,5,0.000137,0.001221
users,5,0.000137,0.001221
shut,6,0.000165,0.001435
✔,6,0.000165,0.001435
published,9,0.000247,0.002052
circulating,3,0.000082,0.000774
retweets,7,0.000192,0.001644
source,4,0.000110,0.001001
clarify,4,0.000110,0.001001
reaching,3,0.000082,0.000774
alias,3,0.000082,0.000774
future,4,0.000110,0.001001
basically,3,0.000082,0.000774
worth,8,0.000220,0.001850
break,7,0.000192,0.001644
sidewalk,4,0.000110,0.001001
distress,5,0.000137,0.001221
mostly,10,0.000275,0.002251
scanner,4,0.000110,0.001001
acts,5,0.000137,0.001221
dallas,5,0.000137,0.001221
isd,4,0.000110,0.001001
risd,4,0.000110,0.001001
images,16,0.000439,0.003395
quick,3,0.000082,0.000774
google,3,0.000082,0.000774
stephenking,4,0.000110,0.001001
hysteriamost,7,0.000192,0.001644
trump,9,0.000247,0.002052
climate,6,0.000165,0.001435
killing,8,0.000220,0.001850
yes,8,0.000220,0.001850
nope,3,0.000082,0.000774
tacoma,3,0.000082,0.000774
spokane,8,0.000220,0.001850
education,3,0.000082,0.000774
greek,5,0.000137,0.001221
pizza,3,0.000082,0.000774
gotta,3,0.000082,0.000774
nypd,8,0.000220,0.001850
ahead,4,0.000110,0.001001
commissioner,5,0.000137,0.001221
main,6,0.000165,0.001435
hype,3,0.000082,0.000774
warnings,4,0.000110,0.001001
mass,19,0.000522,0.003942
careful,4,0.000110,0.001001
written,3,0.000082,0.000774
rose,4,0.000110,0.001001
june,4,0.000110,0.001001
pittsburgh,6,0.000165,0.001435
draw,5,0.000137,0.001221
apprehended,3,0.000082,0.000774
original,4,0.000110,0.001001
eerie,6,0.000165,0.001435
schoolchildren,7,0.000192,0.001644
d,3,0.000082,0.000774
color,4,0.000110,0.001001
agree,7,0.000192,0.001644
words,7,0.000192,0.001644
haha,3,0.000082,0.000774
watching,5,0.000137,0.001221
outlets,3,0.000082,0.000774
flooded,4,0.000110,0.001001
zero,4,0.000110,0.001001
step,4,0.000110,0.001001
unrelated,3,0.000082,0.000774
mental,5,0.000137,0.001221
capacity,3,0.000082,0.000774
indiana,4,0.000110,0.001001
united,16,0.000439,0.003395
globe,5,0.000137,0.001221
arizona,13,0.000357,0.002833
republic,3,0.000082,0.000774
star,8,0.000220,0.001850
doubt,7,0.000192,0.001644
facts,3,0.000082,0.000774
fictional,4,0.000110,0.001001
derry,3,0.000082,0.000774
maine,5,0.000137,0.001221
youd,3,0.000082,0.000774
famous,5,0.000137,0.001221
racist,3,0.000082,0.000774
book,8,0.000220,0.001850
slate,3,0.000082,0.000774
readers,3,0.000082,0.000774
passed,3,0.000082,0.000774
coeur,3,0.000082,0.000774
dalene,3,0.000082,0.000774
regularly,3,0.000082,0.000774
unsettling,3,0.000082,0.000774
peoples,16,0.000439,0.003395
collective,3,0.000082,0.000774
connecticut,5,0.000137,0.001221
ban,3,0.000082,0.000774
validity,3,0.000082,0.000774
belmont,3,0.000082,0.000774
prompting,4,0.000110,0.001001
roam,4,0.000110,0.001001
bats,5,0.000137,0.001221
felt,3,0.000082,0.000774
owner,4,0.000110,0.001001
thousands,10,0.000275,0.002251
hashtag,16,0.000439,0.003395
ifiseeaclown,3,0.000082,0.000774
term,7,0.000192,0.001644
famed,3,0.000082,0.000774
author,9,0.000247,0.002052
tweeting,4,0.000110,0.001001
rap,4,0.000110,0.001001
detroit,5,0.000137,0.001221
rolling,3,0.000082,0.000774
wrong,9,0.000247,0.002052
worrying,3,0.000082,0.000774
jokes,6,0.000165,0.001435
user,6,0.000165,0.001435
lose,4,0.000110,0.001001
reactions,4,0.000110,0.001001
gregory,3,0.000082,0.000774
proof,3,0.000082,0.000774
sales,14,0.000384,0.003022
period,5,0.000137,0.001221
butler,12,0.000329,0.002641
chain,6,0.000165,0.001435
express,6,0.000165,0.001435
opener,6,0.000165,0.001435
whereas,3,0.000082,0.000774
spirit,4,0.000110,0.001001
requests,4,0.000110,0.001001
data,3,0.000082,0.000774
schulte,3,0.000082,0.000774
stores,8,0.000220,0.001850
bandwagon,4,0.000110,0.001001
committing,4,0.000110,0.001001
majority,7,0.000192,0.001644
andover,5,0.000137,0.001221
order,11,0.000302,0.002447
levin,5,0.000137,0.001221
killed,7,0.000192,0.001644
crawl,3,0.000082,0.000774
explained,7,0.000192,0.001644
thrill,4,0.000110,0.001001
merrimack,4,0.000110,0.001001
gripped,3,0.000082,0.000774
ma,8,0.000220,0.001850
univ,3,0.000082,0.000774
rhode,3,0.000082,0.000774
dedham,5,0.000137,0.001221
shore,3,0.000082,0.000774
riots,5,0.000137,0.001221
hundreds,17,0.000467,0.003579
riot,3,0.000082,0.000774
emma,3,0.000082,0.000774
hunt,13,0.000357,0.002833
mob,7,0.000192,0.001644
centredailycom,3,0.000082,0.000774
hockey,4,0.000110,0.001001
sticks,6,0.000165,0.001435
nelson,11,0.000302,0.002447
injury,3,0.000082,0.000774
political,10,0.000275,0.002251
obama,3,0.000082,0.000774
expressing,4,0.000110,0.001001
freaks,4,0.000110,0.001001
rioting,5,0.000137,0.001221
hate,4,0.000110,0.001001
illinois,3,0.000082,0.000774
dayton,6,0.000165,0.001435
chanting,3,0.000082,0.000774
carson,3,0.000082,0.000774
caption,3,0.000082,0.000774
rackets,3,0.000082,0.000774
baseball,4,0.000110,0.001001
spot,4,0.000110,0.001001
shows,8,0.000220,0.001850
demonic,4,0.000110,0.001001
projected,4,0.000110,0.001001
gathering,5,0.000137,0.001221
yall,3,0.000082,0.000774
cross,3,0.000082,0.000774
centre,5,0.000137,0.001221
indicated,3,0.000082,0.000774
intended,4,0.000110,0.001001
haven,3,0.000082,0.000774
job,6,0.000165,0.001435
entirely,4,0.000110,0.001001
lumberton,5,0.000137,0.001221
kelli,5,0.000137,0.001221
attacks,11,0.000302,0.002447
fearing,4,0.000110,0.001001
ironically,3,0.000082,0.000774
coincidence,4,0.000110,0.001001
hopes,3,0.000082,0.000774
terry,3,0.000082,0.000774
ricketts,6,0.000165,0.001435
volunteer,3,0.000082,0.000774
troupe,4,0.000110,0.001001
performed,3,0.000082,0.000774
parades,4,0.000110,0.001001
painting,3,0.000082,0.000774
sorts,3,0.000082,0.000774
staters,3,0.000082,0.000774
moved,4,0.000110,0.001001
pollock,3,0.000082,0.000774
halls,4,0.000110,0.001001
music,3,0.000082,0.000774
laughter,7,0.000192,0.001644
grew,3,0.000082,0.000774
commotion,3,0.000082,0.000774
lawn,6,0.000165,0.001435
above,3,0.000082,0.000774
screen,3,0.000082,0.000774
performing,8,0.000220,0.001850
bros,8,0.000220,0.001850
troubling,4,0.000110,0.001001
pawtucket,4,0.000110,0.001001
pires,4,0.000110,0.001001
level,4,0.000110,0.001001
anxiety,20,0.000549,0.004122
returned,3,0.000082,0.000774
massive,3,0.000082,0.000774
filmed,4,0.000110,0.001001
huge,4,0.000110,0.001001
newcastle,3,0.000082,0.000774
northumbria,4,0.000110,0.001001
toronto,6,0.000165,0.001435
died,4,0.000110,0.001001
documented,3,0.000082,0.000774
bogus,3,0.000082,0.000774
bronx,3,0.000082,0.000774
clinton,3,0.000082,0.000774
hold,4,0.000110,0.001001
ann,3,0.000082,0.000774
mich,3,0.000082,0.000774
brownstown,3,0.000082,0.000774
clerk,3,0.000082,0.000774
heights,4,0.000110,0.001001
speedway,4,0.000110,0.001001
huffman,3,0.000082,0.000774
beane,8,0.000220,0.001850
guy,6,0.000165,0.001435
register,3,0.000082,0.000774
giving,6,0.000165,0.001435
bloodyelmore,10,0.000275,0.002251
shouldnt,4,0.000110,0.001001
killers,11,0.000302,0.002447
criminals,4,0.000110,0.001001
describe,4,0.000110,0.001001
highly,3,0.000082,0.000774
da,3,0.000082,0.000774
scar,3,0.000082,0.000774
apparent,3,0.000082,0.000774
answer,4,0.000110,0.001001
girls,9,0.000247,0.002052
tales,4,0.000110,0.001001
cracking,3,0.000082,0.000774
longer,4,0.000110,0.001001
meet,9,0.000247,0.002052
wind,3,0.000082,0.000774
beating,3,0.000082,0.000774
unlikely,4,0.000110,0.001001
event,16,0.000439,0.003395
means,3,0.000082,0.000774
della,3,0.000082,0.000774
fave,3,0.000082,0.000774
prosecutors,3,0.000082,0.000774
intermediate,4,0.000110,0.001001
sharp,3,0.000082,0.000774
statements,4,0.000110,0.001001
folklore,6,0.000165,0.001435
mythical,3,0.000082,0.000774
bigfoot,3,0.000082,0.000774
loch,3,0.000082,0.000774
ness,3,0.000082,0.000774
proliferation,3,0.000082,0.000774
study,8,0.000220,0.001850
hospitals,4,0.000110,0.001001
creepiness,12,0.000329,0.002641
journal,3,0.000082,0.000774
explain,3,0.000082,0.000774
expression,4,0.000110,0.001001
discomfort,4,0.000110,0.001001
ancient,4,0.000110,0.001001
english,5,0.000137,0.001221
foolish,3,0.000082,0.000774
plays,5,0.000137,0.001221
century,6,0.000165,0.001435
changed,3,0.000082,0.000774
writer,3,0.000082,0.000774
benjamin,4,0.000110,0.001001
radford,20,0.000549,0.004122
unpredictable,3,0.000082,0.000774
ambiguity,3,0.000082,0.000774
ranging,3,0.000082,0.000774
fill,3,0.000082,0.000774
patterns,3,0.000082,0.000774
physical,7,0.000192,0.001644
characteristics,3,0.000082,0.000774
perceive,3,0.000082,0.000774
males,3,0.000082,0.000774
important,5,0.000137,0.001221
considered,3,0.000082,0.000774
rami,4,0.000110,0.001001
nader,8,0.000220,0.001850
irrational,3,0.000082,0.000774
hide,4,0.000110,0.001001
feelings,3,0.000082,0.000774
pie,4,0.000110,0.001001
unified,3,0.000082,0.000774
capital,3,0.000082,0.000774
livelihood,3,0.000082,0.000774
cheap,4,0.000110,0.001001
fright,7,0.000192,0.001644
rubber,6,0.000165,0.001435
chainsaw,3,0.000082,0.000774
doctor,4,0.000110,0.001001
creepyclown,8,0.000220,0.001850
hire,4,0.000110,0.001001
chuckles,4,0.000110,0.001001
center,7,0.000192,0.001644
affected,3,0.000082,0.000774
program,4,0.000110,0.001001
perception,3,0.000082,0.000774
retailer,3,0.000082,0.000774
culture,7,0.000192,0.001644
ambiguous,3,0.000082,0.000774
figures,5,0.000137,0.001221
trickster,3,0.000082,0.000774
overall,3,0.000082,0.000774
legend,5,0.000137,0.001221
perfect,3,0.000082,0.000774
professionals,3,0.000082,0.000774
entertain,3,0.000082,0.000774
silly,4,0.000110,0.001001
enjoy,3,0.000082,0.000774
ballard,4,0.000110,0.001001
kathy,3,0.000082,0.000774
cannon,3,0.000082,0.000774
regular,3,0.000082,0.000774
des,6,0.000165,0.001435
moines,6,0.000165,0.001435
harding,3,0.000082,0.000774
unsubstantiated,6,0.000165,0.001435
cancelled,3,0.000082,0.000774
ridiculous,3,0.000082,0.000774
vast,4,0.000110,0.001001
moment,6,0.000165,0.001435
seasons,3,0.000082,0.000774
planning,6,0.000165,0.001435
innocent,4,0.000110,0.001001
mcdonalds,15,0.000412,0.003210
britain,4,0.000110,0.001001
aged,4,0.000110,0.001001
wales,4,0.000110,0.001001
era,3,0.000082,0.000774
element,3,0.000082,0.000774
surprise,3,0.000082,0.000774
half,5,0.000137,0.001221
panics,3,0.000082,0.000774
followers,7,0.000192,0.001644
flynn,7,0.000192,0.001644
stage,4,0.000110,0.001001
uncomfortable,6,0.000165,0.001435
utah,5,0.000137,0.001221
orem,6,0.000165,0.001435
answered,4,0.000110,0.001001
target,8,0.000220,0.001850
racial,4,0.000110,0.001001
prevalent,3,0.000082,0.000774
predators,3,0.000082,0.000774
tnhighwaypatrol,3,0.000082,0.000774
terrorism,3,0.000082,0.000774
surge,4,0.000110,0.001001
underlying,4,0.000110,0.001001
heads,3,0.000082,0.000774
british,5,0.000137,0.001221
leak,3,0.000082,0.000774
context,4,0.000110,0.001001
exclusive,4,0.000110,0.001001
michael,4,0.000110,0.001001
upset,3,0.000082,0.000774
selling,6,0.000165,0.001435
team,3,0.000082,0.000774
points,16,0.000439,0.003395
cell,4,0.000110,0.001001
texts,4,0.000110,0.001001
welch,4,0.000110,0.001001
kiser,4,0.000110,0.001001
smear,4,0.000110,0.001001
ashes,4,0.000110,0.001001
writes,3,0.000082,0.000774
float,3,0.000082,0.000774
tucson,13,0.000357,0.002833
nikki,5,0.000137,0.001221
sinn,10,0.000275,0.002251
peaceful,9,0.000247,0.002052
psycho,9,0.000247,0.002052
hug,7,0.000192,0.001644
invited,7,0.000192,0.001644
organizer,9,0.000247,0.002052
suspicion,3,0.000082,0.000774
traveling,4,0.000110,0.001001
walton,4,0.000110,0.001001
insensitive,4,0.000110,0.001001
passenger,3,0.000082,0.000774
pulled,5,0.000137,0.001221
paramus,3,0.000082,0.000774
occupants,3,0.000082,0.000774
metzler,4,0.000110,0.001001
passengers,3,0.000082,0.000774
moreno,3,0.000082,0.000774
families,6,0.000165,0.001435
sell,4,0.000110,0.001001
centuries,3,0.000082,0.000774
tradition,5,0.000137,0.001221
locations,3,0.000082,0.000774
viner,6,0.000165,0.001435
viners,3,0.000082,0.000774
entertaining,3,0.000082,0.000774
animals,5,0.000137,0.001221
lost,3,0.000082,0.000774
blackface,4,0.000110,0.001001
exaggerated,5,0.000137,0.001221
mcandrews,3,0.000082,0.000774
waianae,5,0.000137,0.001221
hawaii,3,0.000082,0.000774
army,4,0.000110,0.001001
los,7,0.000192,0.001644
angeles,7,0.000192,0.001644
unarmed,3,0.000082,0.000774
demented,6,0.000165,0.001435
reallife,4,0.000110,0.001001
yourself,6,0.000165,0.001435
gigs,5,0.000137,0.001221
bookings,3,0.000082,0.000774
cunningham,4,0.000110,0.001001
lecturer,4,0.000110,0.001001
venue,3,0.000082,0.000774
expert,5,0.000137,0.001221
ringing,3,0.000082,0.000774
pick,3,0.000082,0.000774
version,7,0.000192,0.001644
marysville,6,0.000165,0.001435
sacramento,3,0.000082,0.000774
sachs,3,0.000082,0.000774
affect,3,0.000082,0.000774
schooley,4,0.000110,0.001001
ruining,3,0.000082,0.000774
intentionally,3,0.000082,0.000774
blood,3,0.000082,0.000774
forced,3,0.000082,0.000774
trickortreating,3,0.000082,0.000774
trending,3,0.000082,0.000774
swept,5,0.000137,0.001221
tend,4,0.000110,0.001001
icp,3,0.000082,0.000774
basic,3,0.000082,0.000774
scarier,4,0.000110,0.001001
michigan,4,0.000110,0.001001
writing,3,0.000082,0.000774
festival,5,0.000137,0.001221
sensationalized,4,0.000110,0.001001
australia,6,0.000165,0.001435
subway,3,0.000082,0.000774
bother,3,0.000082,0.000774
global,4,0.000110,0.001001
warming,3,0.000082,0.000774
planned,4,0.000110,0.001001
contexts,3,0.000082,0.000774
slenderman,5,0.000137,0.001221
otherness,3,0.000082,0.000774
relax,3,0.000082,0.000774
basement,3,0.000082,0.000774
modern,6,0.000165,0.001435
sits,3,0.000082,0.000774
speaking,3,0.000082,0.000774
laughs,4,0.000110,0.001001
dickens,3,0.000082,0.000774
daughters,3,0.000082,0.000774
fairhope,3,0.000082,0.000774
studied,3,0.000082,0.000774
rising,3,0.000082,0.000774
increasingly,3,0.000082,0.000774
imagination,4,0.000110,0.001001
fad,4,0.000110,0.001001
myth,4,0.000110,0.001001
classic,4,0.000110,0.001001
legends,9,0.000247,0.002052
idiot,3,0.000082,0.000774
dresses,3,0.000082,0.000774
alternate,3,0.000082,0.000774
organized,7,0.000192,0.001644
squad,3,0.000082,0.000774
pulls,3,0.000082,0.000774
shops,4,0.000110,0.001001
remove,3,0.000082,0.000774
sale,5,0.000137,0.001221
branded,6,0.000165,0.001435
irresponsible,6,0.000165,0.001435
filming,3,0.000082,0.000774
essex,4,0.000110,0.001001
recorded,3,0.000082,0.000774
behaviour,8,0.000220,0.001850
canada,3,0.000082,0.000774
anger,3,0.000082,0.000774
offences,3,0.000082,0.000774
corporate,3,0.000082,0.000774
mascot,3,0.000082,0.000774
thoughtful,4,0.000110,0.001001
participation,3,0.000082,0.000774
ben,4,0.000110,0.001001
huffpost,3,0.000082,0.000774
matteo,4,0.000110,0.001001
fell,3,0.000082,0.000774
derbyshire,3,0.000082,0.000774
charlie,3,0.000082,0.000774
scale,3,0.000082,0.000774
ways,3,0.000082,0.000774
wigs,3,0.000082,0.000774
comic,3,0.000082,0.000774
clownlivesmatter,4,0.000110,0.001001
originally,3,0.000082,0.000774
depicted,3,0.000082,0.000774
liminal,4,0.000110,0.001001
marked,3,0.000082,0.000774
fuel,3,0.000082,0.000774
immigration,3,0.000082,0.000774
immigrants,4,0.000110,0.001001
europe,5,0.000137,0.001221
clinging,3,0.000082,0.000774
shakespeares,3,0.000082,0.000774
stańczyk,4,0.000110,0.001001
loss,4,0.000110,0.001001
encouraged,5,0.000137,0.001221
gutierrez,4,0.000110,0.001001
dugan,3,0.000082,0.000774
trained,4,0.000110,0.001001
milhollan,4,0.000110,0.001001
slappy,4,0.000110,0.001001
pisoni,6,0.000165,0.001435
documentary,3,0.000082,0.000774
assortment,3,0.000082,0.000774
phd,3,0.000082,0.000774
hammond,4,0.000110,0.001001
poll,8,0.000220,0.001850
respondents,4,0.000110,0.001001
somehow,3,0.000082,0.000774
muldrow,5,0.000137,0.001221
bobo,3,0.000082,0.000774
dalton,5,0.000137,0.001221
henry,16,0.000439,0.003395
dude,12,0.000329,0.002641
fucking,11,0.000302,0.002447
fuck,6,0.000165,0.001435
huh,4,0.000110,0.001001
bam,3,0.000082,0.000774
eligmons,3,0.000082,0.000774
